trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9925}",20,11,-19.017750995567148,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
2,False,"{'a': 0.5, 'e': 0.9850562500000001}",20,0,-67.64909710306395,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
3,False,"{'a': 0.5, 'e': 0.9776683281250002}",30,22,0.683917889959996,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.9703358156640627}",25,0,-111.23755310684956,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9630582970465823}",30,0,-147.2558570718771,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9558353598187329}",25,0,-201.55484005670235,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
7,False,"{'a': 0.5, 'e': 0.9486665946200925}",20,0,-147.228416763495,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9415515951604418}",25,0,-33.20136876408357,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9344899581967386}",20,0,-67.90797209439492,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.927481283510263}",30,0,-144.67178917962443,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.9205251738839362}",25,0,-84.48154910686509,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9136212350798066}",25,0,-77.95800931944277,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9067690758167082}",25,0,-41.00135251292541,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.8999683077480829}",25,0,-33.18828235001815,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.8932185454399724}",25,0,-37.38463506596198,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.8865194063491726}",25,0,-135.99598335608042,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.8798705108015539}",20,0,-206.6679231293692,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 5}",0
18,False,"{'a': 0.5, 'e': 0.8732714819705423}",25,0,-35.24166950033228,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8667219458557632}",25,6,-212.7553539850007,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 4}",1
20,False,"{'a': 0.5, 'e': 0.860221531261845}",30,0,-160.9729617215679,"{0: 15, 1: 3, 2: 7, 3: 5, 4: 0}",0
21,False,"{'a': 0.5, 'e': 0.8537698697773812}",20,0,-127.07725945011765,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8473665957540509}",20,0,-17.80368871704215,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.8410113462858956}",30,0,-230.3404638071639,"{0: 18, 1: 2, 2: 4, 3: 2, 4: 4}",0
24,False,"{'a': 0.5, 'e': 0.8347037611887513}",30,0,-60.28249032083698,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",1
25,False,"{'a': 0.5, 'e': 0.8284434829798358}",20,0,-21.181052907703886,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.822230156857487}",25,0,-123.47317975836756,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.8160634306810559}",20,0,-124.75597961094245,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.809942954950948}",30,0,-90.24293506392021,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.803868382788816}",20,0,-79.00375490629898,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7978393699178999}",20,0,-121.1889903080512,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
31,False,"{'a': 0.5, 'e': 0.7918555746435157}",25,0,-95.32621950991536,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
32,False,"{'a': 0.5, 'e': 0.7859166578336894}",35,8,-171.10598617857434,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 3}",1
33,False,"{'a': 0.5, 'e': 0.7800222828999368}",20,0,-69.43278981862771,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.7741721157781872}",25,0,-24.03515721980162,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.768365824909851}",25,13,-102.94857735265862,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 2}",1
36,False,"{'a': 0.5, 'e': 0.762603081223027}",30,4,-127.09091988052073,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 1}",1
37,False,"{'a': 0.5, 'e': 0.7568835581138544}",25,0,-17.551373045395376,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.7512069314280005}",30,0,-137.86112100004874,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.7455728794422906}",25,17,-70.23337778200407,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
40,False,"{'a': 0.5, 'e': 0.7399810828464735}",20,0,-84.17192147468958,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.7344312247251249}",30,4,-152.10721869032642,"{0: 14, 1: 0, 2: 9, 3: 2, 4: 1}",1
42,False,"{'a': 0.5, 'e': 0.7289229905396865}",30,8,-49.14953066166481,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.7234560681106389}",20,0,-132.8296846114301,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.7180301475998091}",25,0,-117.09902114808327,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.7126449214928106}",30,0,-35.7685983707067,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.7073000845816145}",20,0,-3.6570525664462656,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.7019953339472524}",20,11,-8.88218258543893,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.6967303689426481}",25,0,-116.57441102592148,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.6915048911755782}",25,0,-104.21259809996654,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.6863186044917615}",20,10,-5.735653408797885,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
51,False,"{'a': 0.5, 'e': 0.6811712149580733}",25,13,0.01807778226877721,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.5, 'e': 0.6760624308458878}",25,2,-101.10633899875592,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.6709919626145436}",30,0,-101.40725171325596,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.6659595228949347}",30,0,-120.47962278739763,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
55,False,"{'a': 0.5, 'e': 0.6609648264732226}",20,0,-86.40378194927827,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.6560075902746735}",20,0,-19.155265245572032,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.6510875333476135}",25,14,-24.574449633097757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.5, 'e': 0.6462043768475064}",30,0,-138.78650670623014,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
59,False,"{'a': 0.5, 'e': 0.6413578440211501}",20,0,-30.975037587451517,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.6365476601909915}",25,0,-105.73286298632749,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.6317735527395592}",20,0,-7.149966728066432,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.6270352510940125}",20,13,-28.888724462853084,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.6223324867108074}",20,2,-37.21255299406041,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
64,False,"{'a': 0.5, 'e': 0.6176649930604764}",20,0,-43.37470627070567,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.6130325056125229}",20,0,-53.02841388972763,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.608434761820429}",25,6,-89.52854747607695,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
67,False,"{'a': 0.5, 'e': 0.6038715011067758}",20,4,-47.0213603241276,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.599342464848475}",20,0,-38.16132229150218,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.5948473963621115}",25,2,-32.61703525463353,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.5903860408893956}",25,1,-13.384535687157477,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.5859581455827252}",20,3,-4.994165649513535,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.5815634594908548}",20,0,-88.14742779241554,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.5772017335446734}",25,13,-30.794687894224136,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.5728727205430884}",25,2,-38.350879089706204,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.5685761751390153}",25,4,-58.778743536553606,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
76,False,"{'a': 0.5, 'e': 0.5643118538254727}",35,20,17.521086014427425,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.5600795149217817}",25,12,11.905269733876153,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.5, 'e': 0.5558789185598683}",25,8,27.132535492879967,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.5517098266706694}",25,9,-100.4441534785669,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 2}",1
80,False,"{'a': 0.5, 'e': 0.5475720029706393}",20,0,-4.448260080128627,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.5434652129483596}",20,1,9.384290721796848,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.5393892238512469}",30,19,8.662948946338098,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.5353438046723625}",20,0,-8.436510545235716,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.5313287261373199}",25,6,-64.41445178388899,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
85,False,"{'a': 0.5, 'e': 0.52734376069129}",30,8,-33.44134415800493,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.5233886824861054}",20,0,-22.262255990208995,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.5194632673674596}",25,0,2.817852355678453,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.5155672928622037}",25,4,17.08870489820888,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.5117005381657371}",25,1,-68.23979523007797,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 2}",1
90,False,"{'a': 0.5, 'e': 0.5078627841294941}",20,0,-63.0799881278535,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.5040538132485229}",30,0,-32.12756202221401,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.5002734096491591}",20,0,17.147571959055277,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.4965213590767904}",20,0,-10.167587607562865,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.4927974488837145}",35,8,-17.457306833351765,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.4891014680170867}",30,0,-66.25775100559088,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.4854332070069586}",20,9,-35.515551159163,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.4817924579544064}",20,0,-14.161891987187214,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.47817901451974837}",25,0,-58.953906750269944,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.47459267191085025}",20,5,-23.924714822991056,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.47103322687151894}",30,0,-13.69238293275109,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.46750047766998254}",25,14,6.021091320971072,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.4639942240874577}",25,14,-3.806138517590929,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.4605142674068018}",25,11,-46.03019884562591,"{0: 9, 1: 2, 2: 1, 3: 2, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.4570604104012508}",30,19,6.168628282956515,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.4536324573232414}",20,12,3.765724794236548,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.45023021389331713}",20,1,-32.231626830587146,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.4468534872891173}",25,0,-28.989600176484604,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.4435020861344489}",20,0,15.607735794744176,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.4401758204884406}",20,1,22.778388728682128,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.43687450183477733}",35,1,-30.085854390709102,"{0: 30, 1: 0, 2: 3, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.4335979430710165}",20,6,-40.77859288289908,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.4303459584979839}",20,3,-37.578804577230414,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.42711836380924906}",25,5,-21.405984147320776,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.4239149760806797}",20,0,-7.8264144640292805,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.4207356137600746}",20,6,-7.53445874190029,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.41758009665687407}",25,15,9.73630137554812,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.41444824593194757}",35,9,-71.904925673907,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 1}",1
118,False,"{'a': 0.5, 'e': 0.411339884087458}",20,0,23.68842836437078,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.40825483495680204}",20,0,-57.48712255064753,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.40519292369462606}",25,13,4.962508979886457,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.4021539767669164}",30,0,-14.199666024270984,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.39913782194116454}",20,0,-23.26629505031928,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.3961442882766058}",30,0,-12.44443336298318,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.39317320611453127}",25,15,-47.14017217840649,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.39022440706867234}",25,7,-78.8818612967647,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 2}",1
126,False,"{'a': 0.5, 'e': 0.3872977240156573}",20,4,4.745290498875572,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.38439299108553987}",30,17,-10.593023896992118,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.3815100436523984}",20,1,16.259774450109223,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.3786487183250054}",35,0,-91.34257424992497,"{0: 26, 1: 4, 2: 3, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.3758088529375679}",25,14,8.53039802546914,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.3729902865405361}",35,24,-5.949182611855276,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.3701928593914821}",25,0,-63.110201958830956,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
